Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
27828,27829,650,D
27830,27830,686,D
27831,27831,690,D
27832,27832,690,I
27833,27837,650,D
27839,27839,690,D
27840,27840,650,D
27842,27842,671,D
27843,27844,690,I
27845,27845,690,D
27846,27846,650,D
27847,27847,671,D
27849,27849,690,D
27850,27850,690,I
27851,27851,690,D
27852,27852,690,I
27853,27856,690,D
27857,27857,671,D
27858,27858,650,D
27860,27860,650,D
27861,27861,671,D
27862,27862,690,I
27863,27863,686,D
27864,27864,690,D
27865,27865,650,D
27866,27866,690,D
27867,27867,671,D
27868,27870,690,D
27871,27871,650,D
27872,27872,671,D
27873,27873,690,I
27874,27874,690,D
27875,27875,650,D
27876,27878,690,D
27879,27879,650,D
27880,27880,690,D
27881,27881,671,D
27882,27883,690,D
27884,27885,650,D
27886,27887,690,D
27888,27889,650,D
27890,27891,690,D
27892,27892,650,D
27893,27897,690,D
27906,27907,657,D
27909,27909,657,D
27910,27910,690,D
27915,27916,650,D
27917,27917,657,D
27919,27920,650,D
27921,27921,657,D
27922,27922,690,D
27923,27923,657,D
27924,27928,650,D
27929,27929,657,D
27930,27930,162,D
27931,27932,650,D
27935,27935,671,D
27936,27939,650,D
27941,27941,650,D
27942,27942,671,D
27943,27944,650,D
27946,27946,162,D
27947,27950,650,D
27953,27954,650,D
27956,27957,650,D
27958,27958,657,D
27959,27960,650,D
27962,27962,650,D
27964,27966,650,D
27967,27967,162,D
27968,27968,650,D
27969,27969,162,D
27970,27970,650,D
27972,27972,650,D
27973,27973,657,D
27974,27974,162,D
27976,27976,657,D
27978,27983,650,D
27985,27985,671,D
27986,27986,690,D
28001,28002,681,D
28006,28006,681,D
28007,28007,655,D
28009,28009,681,D
28010,28010,671,D
28012,28012,681,D
28016,28016,681,D
28017,28017,691,D
28018,28018,681,D
28019,28021,691,D
28023,28023,681,D
28024,28024,691,D
28025,28027,681,D
28031,28032,681,D
28033,28033,676,D
28034,28034,681,D
28036,28036,681,D
28037,28037,676,D
28038,28038,691,D
28039,28039,671,D
28040,28040,691,D
28041,28041,671,D
28042,28043,691,D
28052,28056,681,D
28070,28071,681,D
28072,28072,671,D
28073,28074,691,D
28075,28075,681,D
28076,28076,691,D
28077,28079,681,D
28080,28080,676,D
28081,28083,681,D
28086,28086,681,D
28088,28088,681,D
28089,28090,691,D
28091,28091,655,D
28092,28093,676,D
28097,28098,681,D
28101,28101,681,D
28102,28102,655,D
28103,28112,681,D
28114,28114,691,D
28115,28115,681,D
28117,28117,681,D
28119,28119,655,D
28120,28120,681,D
28123,28127,681,D
28128,28128,655,D
28129,28130,681,D
28133,28133,655,D
28134,28134,681,D
28135,28135,655,D
28136,28136,691,D
28137,28137,681,D
28138,28138,671,D
28139,28140,691,D
28144,28147,671,D
28150,28152,691,D
28159,28159,671,D
28160,28160,691,D
28163,28164,681,D
28166,28166,671,D
28167,28167,691,D
28168,28168,676,D
28169,28169,691,D
28170,28170,655,D
28173,28174,681,D
28201,28299,681,D
28301,28311,679,D
28314,28314,679,D
28315,28315,652,D
28317,28317,652,D
28318,28318,671,D
28319,28320,679,I
28322,28322,686,D
28323,28323,652,D
28325,28325,686,D
28326,28327,652,D
28328,28329,679,D
28330,28330,655,D
28331,28332,679,D
28333,28333,686,D
28334,28334,652,D
28337,28337,679,D
28338,28338,655,D
28339,28339,652,D
28340,28340,679,D
28341,28341,686,D
28342,28342,679,I
28343,28343,655,D
28344,28344,679,I
28345,28345,655,D
28347,28347,655,D
28348,28348,679,D
28349,28349,686,D
28350,28350,652,D
28351,28353,655,D
28355,28355,652,D
28356,28360,679,D
28361,28361,652,D
28362,28362,679,D
28363,28364,655,D
28365,28365,686,D
28366,28366,679,D
28367,28367,655,D
28368,28368,652,D
28369,28369,679,D
28371,28372,679,D
28373,28374,652,D
28375,28375,679,I
28376,28377,679,D
28378,28378,671,D
28379,28380,655,D
28382,28384,679,D
28385,28385,671,D
28386,28386,679,D
28387,28388,652,D
28390,28392,679,D
28393,28393,671,D
28394,28394,652,D
28395,28395,679,D
28396,28396,655,D
28397,28397,679,D
28398,28398,686,D
28399,28399,671,D
28401,28407,687,D
28409,28409,687,D
28411,28413,687,D
28420,28421,671,D
28422,28422,687,D
28423,28423,671,D
28424,28424,679,D
28425,28425,656,D
28428,28429,687,D
28430,28431,679,D
28432,28433,679,I
28434,28434,671,D
28435,28436,687,D
28438,28438,679,I
28439,28439,679,D
28441,28442,671,D
28443,28443,687,D
28444,28444,656,I
28445,28445,656,D
28446,28448,671,D
28449,28449,687,D
28450,28450,679,D
28451,28451,687,D
28452,28453,671,D
28454,28454,656,D
28455,28455,671,D
28456,28457,687,D
28458,28458,656,D
28459,28459,687,D
28460,28460,656,D
28461,28462,687,D
28463,28463,669,D
28464,28464,656,D
28465,28465,687,D
28466,28466,656,D
28467,28468,669,D
28469,28470,687,D
28471,28471,656,D
28472,28472,679,D
28478,28478,671,D
28479,28480,687,D
28501,28501,686,D
28503,28504,686,D
28508,28508,671,D
28509,28510,650,D
28511,28511,656,I
28512,28512,656,D
28513,28513,650,D
28515,28515,656,I
28516,28516,656,D
28518,28519,656,D
28520,28520,671,D
28521,28522,656,D
28523,28523,671,D
28524,28524,656,I
28525,28526,671,D
28527,28527,656,I
28528,28528,162,D
28529,28529,656,I
28530,28530,650,D
28531,28531,656,I
28532,28533,656,D
28537,28537,650,D
28538,28538,671,D
28539,28547,656,D
28551,28551,686,D
28552,28552,162,D
28553,28553,656,I
28554,28554,671,D
28555,28555,656,D
28556,28556,162,D
28557,28557,656,D
28560,28564,656,D
28570,28570,656,D
28571,28571,650,D
28572,28572,671,D
28573,28575,656,D
28577,28577,656,I
28578,28578,686,D
28579,28579,162,D
28580,28580,650,D
28581,28581,162,D
28582,28582,656,D
28583,28583,650,D
28584,28586,656,D
28587,28587,162,D
28589,28589,656,I
28590,28590,650,D
28594,28594,656,D
28601,28603,676,D
28604,28604,673,D
28605,28605,660,D
28606,28606,671,D
28607,28608,660,D
28609,28613,676,D
28614,28614,673,D
28615,28615,671,I
28616,28616,673,D
28617,28618,660,D
28619,28619,676,D
28621,28621,660,D
28622,28622,673,D
28623,28624,660,D
28625,28625,671,D
28626,28627,660,D
28628,28628,676,D
28629,28629,660,D
28630,28630,676,D
28631,28631,660,D
28633,28633,676,D
28634,28634,671,D
28635,28635,660,D
28636,28638,676,D
28640,28640,660,D
28642,28643,660,D
28644,28644,671,I
28645,28645,676,D
28646,28646,673,D
28647,28647,682,I
28648,28649,671,D
28650,28650,676,D
28651,28651,660,D
28652,28653,673,D
28654,28654,660,D
28655,28655,676,D
28656,28656,660,D
28657,28657,673,D
28658,28658,676,D
28659,28659,660,D
28660,28660,671,D
28661,28661,676,D
28662,28662,673,D
28663,28663,671,I
28664,28664,673,D
28665,28665,660,D
28666,28667,676,D
28668,28670,660,D
28671,28671,676,D
28672,28672,671,I
28673,28673,676,D
28675,28676,660,D
28677,28677,671,D
28678,28678,676,D
28679,28679,673,D
28680,28682,676,D
28683,28684,660,D
28685,28685,671,I
28687,28688,671,D
28689,28689,660,D
28690,28690,676,D
28691,28692,673,D
28693,28694,660,D
28697,28697,660,D
28698,28698,671,I
28699,28699,671,D
28701,28702,673,D
28704,28707,673,D
28709,28721,673,D
28722,28722,682,D
28723,28732,673,D
28734,28749,673,D
28750,28750,682,D
28751,28755,673,D
28756,28756,682,D
28757,28763,673,D
28765,28766,673,D
28768,28768,673,D
28769,28769,673,I
28770,28772,673,D
28773,28773,682,D
28774,28774,673,D
28775,28775,682,I
28776,28780,673,D
28781,28781,673,I
28782,28782,682,D
28783,28784,673,D
28786,28793,673,D
28801,28899,673,D
28901,28902,673,D
28903,28903,673,I
28904,28906,673,D
28909,28909,673,D
29001,29002,683,D
29003,29003,684,D
29006,29006,683,D
29009,29010,695,D
29014,29018,683,D
29020,29020,683,D
29030,29030,683,D
29031,29031,682,D
29032,29033,683,D
29036,29036,683,D
29037,29037,682,D
29038,29041,683,D
29042,29042,684,D
29044,29048,683,D
29050,29050,683,D
29052,29054,683,D
29055,29055,681,D
29056,29056,695,D
29058,29058,681,D
29059,29059,688,D
29061,29063,683,D
29065,29065,683,D
29067,29067,683,D
29069,29069,695,D
29070,29070,683,D
29072,29076,683,D
29078,29078,683,D
29079,29080,695,D
29081,29082,683,D
29101,29102,695,D
29104,29104,683,D
29105,29105,684,D
29107,29107,683,D
29108,29108,682,D
29111,29111,695,D
29112,29113,683,D
29114,29114,695,D
29115,29118,683,D
29121,29121,683,D
29123,29123,683,D
29124,29124,684,D
29125,29126,683,D
29127,29127,682,D
29128,29135,683,D
29137,29137,684,D
29138,29138,682,D
29142,29142,683,D
29143,29143,695,D
29145,29145,682,D
29146,29146,684,D
29147,29147,683,D
29148,29148,695,D
29150,29154,683,D
29160,29160,683,D
29161,29162,695,D
29163,29163,683,D
29164,29164,684,D
29166,29166,684,D
29168,29172,683,D
29175,29175,682,D
29176,29177,683,D
29178,29178,682,D
29180,29180,683,D
29201,29299,683,D
29301,29325,682,D
29329,29336,682,D
29338,29338,682,D
29340,29342,691,D
29346,29346,682,D
29348,29349,682,D
29351,29351,682,D
29353,29353,682,D
29355,29356,682,D
29360,29360,682,D
29364,29365,682,D
29368,29370,682,D
29372,29379,682,D
29384,29386,682,D
29388,29388,682,D
29401,29427,688,D
29429,29429,682,I
29430,29430,688,D
29431,29431,683,I
29432,29433,683,D
29434,29434,688,D
29435,29437,683,D
29438,29438,682,I
29439,29439,688,D
29440,29440,669,D
29442,29442,669,D
29445,29445,688,D
29446,29446,683,D
29448,29451,688,D
29452,29452,683,D
29453,29453,688,D
29455,29457,688,D
29458,29458,683,D
29460,29461,688,D
29463,29465,688,D
29468,29468,683,I
29469,29469,683,D
29470,29472,688,D
29474,29475,683,D
29476,29477,688,D
29479,29480,688,D
29481,29481,683,D
29482,29485,688,D
29487,29488,683,D
29492,29492,688,D
29493,29494,683,D
29501,29506,695,D
29510,29510,669,D
29511,29511,683,D
29512,29512,655,D
29516,29516,655,D
29518,29518,695,D
29520,29520,655,D
29525,29525,655,D
29526,29527,669,D
29530,29530,695,D
29532,29532,695,D
29536,29536,679,D
29540,29541,695,D
29542,29542,679,I
29543,29543,695,D
29544,29545,683,D
29546,29546,695,D
29547,29547,679,D
29550,29550,655,D
29551,29551,695,D
29554,29555,695,D
29556,29556,688,D
29560,29560,695,D
29563,29563,679,D
29564,29564,683,D
29565,29565,695,D
29566,29566,669,D
29567,29567,679,D
29568,29569,669,D
29570,29570,655,D
29571,29571,695,D
29572,29572,669,D
29573,29573,679,I
29574,29574,695,D
29575,29579,669,D
29580,29581,695,D
29582,29582,669,D
29583,29583,695,D
29584,29584,655,D
29585,29585,669,D
29586,29586,695,D
29587,29588,669,D
29589,29589,695,D
29590,29590,682,D
29591,29592,695,D
29593,29594,655,D
29596,29596,655,D
29597,29598,669,D
29601,29617,682,D
29620,29628,682,D
29630,29631,682,D
29633,29633,682,D
29635,29636,682,D
29638,29657,682,D
29658,29658,683,D
29659,29659,682,D
29661,29662,682,D
29664,29667,682,D
29669,29694,682,D
29696,29697,682,D
29702,29702,691,D
29703,29704,681,D
29705,29705,691,D
29706,29706,682,D
29708,29708,681,D
29709,29709,655,D
29710,29710,681,D
29712,29712,681,D
29714,29716,681,D
29717,29718,683,D
29719,29721,681,D
29724,29724,681,D
29726,29726,681,D
29727,29727,683,D
29728,29732,681,D
29734,29734,681,D
29741,29743,683,D
29744,29745,681,D
29801,29803,684,D
29805,29805,684,D
29808,29810,684,D
29812,29813,684,D
29816,29817,684,D
29819,29819,682,D
29821,29822,684,D
29824,29824,684,D
29826,29829,684,D
29831,29832,684,D
29834,29836,684,D
29838,29839,684,D
29840,29840,682,D
29841,29841,684,D
29843,29843,684,D
29845,29847,684,D
29848,29848,682,D
29849,29851,684,D
29853,29854,684,D
29856,29856,684,D
29860,29861,684,D
29901,29906,685,D
29910,29910,685,D
29911,29914,683,D
29915,29915,685,D
29916,29916,683,D
29918,29918,684,D
29920,29920,683,I
29921,29921,683,D
29923,29923,683,D
29924,29924,684,D
29925,29928,685,D
29929,29929,683,D
29931,29936,683,D
29939,29941,683,D
29943,29943,685,D
29944,29944,684,D
29945,29945,683,D
30001,30003,411,D
30004,30005,405,D
30006,30008,403,D
30009,30009,405,D
30010,30010,411,D
30011,30011,405,D
30012,30018,411,D
30019,30019,405,D
30020,30021,411,D
30022,30022,405,D
30023,30023,411,D
30024,30024,405,D
30025,30026,411,I
30027,30027,411,D
30028,30028,405,D
30029,30038,411,D
30039,30048,405,D
30049,30051,411,D
30052,30052,405,D
30053,30059,411,D
30060,30069,403,D
30070,30070,411,D
30071,30072,405,D
30073,30073,411,D
30074,30078,405,D
30079,30079,411,D
30080,30082,403,D
30083,30083,411,D
30084,30088,405,D
30089,30089,411,D
30090,30090,403,D
30091,30093,405,D
30094,30094,411,D
30095,30097,405,D
30098,30099,411,D
30101,30102,403,D
30103,30105,419,D
30106,30106,411,D
30107,30107,403,D
30108,30113,411,D
30114,30115,403,D
30116,30119,411,D
30120,30120,419,D
30121,30122,411,D
30123,30124,419,I
30125,30125,419,D
30126,30127,403,D
30128,30128,411,D
30129,30129,419,D
30130,30131,405,D
30132,30135,411,D
30136,30136,405,D
30137,30137,403,D
30138,30141,419,D
30142,30144,403,D
30145,30145,419,D
30146,30146,419,I
30147,30147,419,D
30148,30148,403,D
30149,30149,419,D
30150,30150,411,D
30151,30152,403,D
30153,30153,419,D
30154,30154,411,D
30155,30155,405,D
30156,30158,411,D
30159,30159,405,D
30160,30160,411,D
30161,30165,419,D
30166,30169,411,D
30170,30170,411,I
30171,30172,419,D
30173,30173,419,I
30174,30174,405,D
30175,30175,419,I
30176,30176,411,D
30177,30177,403,D
30178,30178,419,D
30179,30182,411,D
30183,30184,419,D
30185,30187,411,D
30188,30189,403,D
30190,30199,411,D
30201,30203,405,D
30204,30204,414,D
30205,30205,411,D
30206,30206,412,D
30207,30210,411,D
30211,30211,405,D
30212,30216,411,D
30217,30217,412,D
30218,30219,411,D
30220,30220,412,D
30221,30221,405,D
30222,30222,411,I
30223,30228,411,D
30229,30229,411,I
30230,30230,412,D
30231,30238,411,D
30239,30239,405,D
30240,30241,412,D
30242,30242,411,D
30243,30247,405,D
30248,30248,411,D
30249,30249,405,D
30250,30250,411,D
30251,30251,411,I
30252,30253,411,D
30254,30254,411,I
30255,30255,411,D
30256,30256,414,D
30257,30259,411,I
30260,30260,411,D
30261,30261,412,D
30262,30262,411,I
30263,30277,411,D
30278,30278,405,D
30279,30284,411,D
30285,30286,414,D
30287,30291,411,D
30292,30292,411,I
30293,30293,412,D
30294,30294,411,D
30295,30295,414,D
30296,30299,411,D
30301,30323,411,D
30324,30324,405,D
30325,30327,411,D
30328,30328,403,D
30329,30337,411,D
30338,30339,403,D
30340,30345,411,D
30346,30346,403,D
30347,30349,411,D
30350,30350,403,D
30351,30355,411,D
30356,30356,405,D
30357,30361,411,D
30362,30362,405,D
30363,30375,411,D
30376,30376,405,D
30377,30396,411,D
30401,30401,684,D
30403,30403,411,D
30410,30411,414,D
30412,30412,418,D
30413,30413,684,D
30414,30414,685,I
30415,30415,685,D
30417,30417,685,D
30420,30421,685,I
30423,30425,685,I
30426,30426,684,D
30427,30427,685,I
30428,30428,414,D
30429,30429,685,I
30434,30434,684,D
30436,30436,414,D
30438,30438,685,I
30439,30439,685,D
30441,30442,684,D
30445,30445,414,D
30446,30446,685,D
30448,30453,685,D
30454,30454,414,I
30455,30455,685,I
30456,30456,684,D
30457,30457,414,I
30458,30461,685,D
30464,30464,685,I
30467,30467,685,D
30470,30470,414,I
30471,30471,684,D
30473,30473,685,I
30474,30474,414,D
30475,30475,685,D
30477,30477,684,D
30501,30507,405,D
30510,30511,405,D
30512,30514,419,D
30515,30515,405,D
30516,30516,419,D
30517,30519,405,D
30520,30521,419,D
30522,30522,419,I
30523,30523,405,D
30525,30525,419,D
30527,30531,405,D
30533,30535,405,D
30537,30537,419,D
30538,30538,682,D
30539,30539,419,D
30540,30540,419,I
30541,30541,419,D
30542,30542,405,D
30543,30543,419,D
30544,30544,405,D
30545,30547,419,D
30548,30549,405,D
30552,30552,419,I
30553,30553,682,D
30554,30554,405,D
30555,30555,419,I
30557,30560,419,D
30562,30562,419,I
30563,30564,405,D
30565,30565,419,D
30566,30567,405,D
30568,30568,419,D
30571,30571,419,D
30572,30573,419,I
30575,30575,405,D
30576,30576,419,D
30577,30577,682,D
30580,30581,419,I
30582,30582,419,D
30597,30597,405,D
30598,30598,682,D
30601,30613,405,D
30619,30622,405,D
30624,30624,419,D
30625,30625,411,D
30627,30627,411,D
30628,30630,405,D
30631,30631,684,D
30633,30633,405,D
30634,30635,682,D
30638,30638,405,D
30639,30639,682,D
30641,30642,411,D
30643,30643,682,D
30645,30648,405,D
30650,30650,405,D
30655,30656,405,D
30660,30660,682,I
30662,30662,419,I
30663,30663,411,I
30665,30665,682,I
30666,30666,405,D
30667,30667,682,I
30668,30668,684,D
30669,30669,411,I
30671,30671,682,I
30673,30673,684,D
30677,30677,405,D
30678,30678,684,D
30680,30680,405,D
30683,30683,405,D
30701,30701,433,D
30703,30703,433,D
30705,30705,433,D
30707,30708,433,D
30710,30711,433,D
30719,30722,433,D
30724,30726,433,D
30728,30728,433,D
30730,30731,433,D
30732,30732,419,I
30733,30733,419,D
30734,30734,419,I
30735,30736,433,D
30738,30742,433,D
30746,30747,433,D
30748,30748,419,I
30750,30750,433,D
30751,30751,419,I
30752,30753,433,D
30755,30757,433,D
30802,30803,684,D
30805,30805,684,D
30807,30817,684,D
30821,30821,684,D
30823,30824,684,D
30828,30828,684,D
30830,30830,684,D
30833,30833,684,D
30901,30999,684,D
31001,31001,418,D
31002,31002,414,I
31003,31003,411,I
31004,31004,414,I
31005,31008,414,D
31009,31009,414,I
31010,31010,418,D
31011,31012,414,D
31013,31013,414,I
31014,31014,414,D
31015,31015,418,D
31016,31017,414,I
31018,31018,684,D
31019,31020,414,I
31021,31021,414,D
31022,31023,414,I
31024,31024,414,D
31025,31025,414,I
31028,31034,414,D
31035,31035,414,I
31036,31038,414,D
31040,31040,414,D
31041,31041,414,I
31042,31042,414,D
31044,31044,414,I
31045,31045,684,D
31046,31047,414,D
31049,31049,684,D
31050,31050,414,I
31051,31052,414,D
31054,31055,414,D
31057,31057,414,D
31058,31058,414,I
31060,31060,418,D
31061,31061,414,D
31063,31071,414,D
31072,31072,418,D
31073,31073,414,I
31075,31077,414,D
31078,31078,414,I
31079,31079,418,D
31082,31083,414,D
31084,31084,418,D
31085,31085,411,I
31086,31086,414,I
31087,31087,684,D
31088,31089,414,D
31090,31090,414,I
31091,31091,414,D
31092,31092,418,D
31093,31093,414,D
31094,31094,411,I
31095,31096,414,D
31097,31097,414,I
31098,31098,414,D
31119,31119,411,D
31139,31139,411,D
31150,31150,411,D
31201,31299,414,D
31301,31302,685,D
31303,31303,685,I
31304,31304,685,D
31305,31305,703,D
31307,31310,685,D
31312,31312,685,I
31313,31316,685,D
31318,31324,685,D
31326,31328,685,D
31329,31329,685,I
31331,31332,685,I
31333,31333,685,D
31401,31499,685,D
31501,31503,705,D
31510,31510,418,D
31512,31513,418,D
31515,31515,418,D
31516,31516,705,D
31518,31518,705,D
31519,31519,418,D
31520,31523,703,D
31525,31525,703,D
31527,31527,703,D
31532,31535,418,D
31536,31536,411,I
31537,31537,703,D
31539,31539,703,D
31542,31542,705,D
31543,31543,685,I
31544,31544,418,D
31545,31546,685,I
31547,31548,703,D
31549,31549,418,D
31550,31550,705,D
31551,31551,418,D
31552,31552,705,D
31553,31553,703,D
31554,31557,705,D
31558,31558,703,D
31560,31560,705,D
31561,31561,703,D
31563,31563,685,I
31564,31564,705,D
31565,31566,703,D
31567,31567,418,D
31568,31569,703,D
31598,31598,685,I
31601,31606,705,D
31620,31620,705,D
31622,31622,418,D
31623,31623,705,D
31624,31624,418,D
31625,31627,705,D
31629,31630,705,D
31631,31631,705,I
31632,31632,705,D
31634,31636,705,D
31637,31637,411,D
31638,31639,705,D
31641,31643,705,D
31645,31645,705,D
31646,31646,703,D
31647,31649,705,D
31650,31650,418,D
31698,31699,705,D
31701,31709,418,D
31711,31714,418,D
31715,31715,737,D
31716,31716,418,D
31717,31717,737,D
31720,31720,705,D
31722,31722,418,D
31723,31723,490,D
31724,31724,411,I
31725,31727,418,D
31728,31728,705,D
31729,31729,737,D
31730,31730,418,D
31732,31732,490,D
31733,31733,418,D
31734,31734,737,D
31735,31735,418,D
31736,31736,411,I
31737,31737,490,D
31738,31738,705,D
31739,31739,418,I
31740,31740,412,I
31741,31741,490,D
31742,31744,418,D
31745,31745,490,D
31746,31747,418,D
31749,31751,418,D
31753,31753,418,D
31754,31754,412,D
31756,31756,418,D
31757,31757,705,D
31759,31759,490,D
31760,31760,418,D
31763,31764,418,D
31765,31765,737,D
31766,31766,418,D
31767,31767,411,I
31768,31772,418,D
31773,31773,705,D
31774,31775,418,D
31777,31777,418,D
31778,31778,705,D
31779,31785,418,D
31786,31786,412,D
31787,31787,418,D
31789,31791,418,D
31792,31792,705,D
31793,31796,418,D
31797,31797,737,D
31798,31798,418,D
31799,31799,705,D
31801,31801,412,D
31803,31803,412,I
31804,31804,412,D
31805,31805,414,D
31806,31806,418,D
31807,31808,412,D
31811,31812,412,D
31814,31816,412,D
31820,31823,412,D
31824,31825,414,D
31826,31827,412,D
31829,31831,412,D
31832,31832,412,I
31833,31833,412,D
31836,31836,412,D
31901,31999,412,D
32002,32002,710,D
32004,32004,703,D
32006,32007,703,D
32008,32008,714,D
32009,32009,703,D
32010,32010,710,D
32011,32011,703,D
32012,32012,710,D
32013,32013,705,D
32014,32014,710,D
32016,32019,710,D
32021,32021,710,D
32023,32023,710,D
32024,32025,705,D
32030,32031,703,D
32033,32035,703,D
32036,32036,710,D
32037,32037,703,D
32038,32038,714,D
32040,32041,703,D
32042,32042,714,D
32043,32043,703,D
