00601, 700, D
00602, 700, D
00603, 700, D
00604, 700, D
00605, 700, D
00606, 700, D
00610, 700, D
00611, 700, D
00612, 700, D
00613, 700, D
00614, 700, D
00616, 700, D
00617, 700, D
00619, 700, D
00622, 700, D
00623, 700, D
00624, 700, D
00626, 700, D
00627, 700, D
00630, 700, D
00631, 700, D
00632, 700, D
00636, 700, D
00637, 700, D
00638, 700, D
00639, 700, D
00641, 700, D
00646, 700, D
00647, 700, D
00650, 700, D
00651, 700, D
00652, 700, D
00653, 700, D
00656, 700, D
00657, 700, D
00659, 700, D
00660, 700, D
00662, 700, D
00664, 700, D
00667, 700, D
00669, 700, D
00670, 700, D
00672, 700, D
00674, 700, D
00676, 700, D
00677, 700, D
00678, 700, D
00680, 700, D
00681, 700, D
00682, 700, D
00683, 700, D
00685, 700, D
00687, 700, D
00688, 700, D
00690, 700, D
00692, 700, D
00693, 700, D
00694, 700, D
00698, 700, D
00703, 700, D
00704, 700, D
00705, 700, D
00707, 700, D
00708, 700, D
00714, 700, D
00715, 700, D
00716, 700, D
00717, 700, D
00718, 700, D
00719, 700, D
00720, 700, D
00721, 700, D
00723, 700, D
00724, 700, D
00725, 700, D
00726, 700, D
00728, 700, D
00729, 700, D
00731, 700, D
00732, 700, D
00733, 700, D
00734, 700, D
00735, 700, D
00736, 700, D
00737, 700, D
00738, 700, D
00739, 700, D
00740, 700, D
00741, 700, D
00742, 700, D
00744, 700, D
00745, 700, D
00751, 700, D
00754, 700, D
00757, 700, D
00759, 700, D
00760, 700, D
00763, 700, D
00764, 700, D
00765, 700, D
00766, 700, D
00767, 700, D
00768, 700, D
00769, 700, D
00771, 700, D
00772, 700, D
00773, 700, D
00775, 700, D
00777, 700, D
00778, 700, D
00780, 700, D
00782, 700, D
00783, 700, D
00784, 700, D
00785, 700, D
00786, 700, D
00791, 700, D
00792, 700, D
00794, 700, D
00795, 700, D
00801, 709, D
00802, 711, D
00803, 709, D
00804, 709, D
00820, 709, D
00821, 709, D
00822, 709, D
00823, 709, D
00824, 709, D
00830, 709, D
00831, 709, D
00840, 709, D
00841, 709, D
00850, 709, D
00851, 709, D
00901, 700, D
00902, 700, D
00903, 700, D
00904, 700, D
00905, 700, D
00906, 700, D
00907, 700, D
00908, 700, D
00909, 700, D
00910, 700, D
00911, 700, D
00912, 700, D
00913, 700, D
00914, 700, D
00915, 700, D
00916, 700, D
00917, 700, D
00918, 700, D
00919, 700, D
00920, 700, D
00921, 700, D
00922, 700, D
00923, 700, D
00924, 700, D
00925, 700, D
00926, 700, D
00927, 700, D
00928, 700, D
00929, 700, D
00930, 700, D
00931, 700, D
00932, 700, D
00933, 700, D
00934, 700, D
00935, 700, D
00936, 700, D
00937, 700, D
00938, 700, D
00939, 700, D
00940, 700, D
00941, 700, D
00942, 700, D
00943, 700, D
00944, 700, D
00945, 700, D
00946, 700, D
00947, 700, D
00948, 700, D
00949, 700, D
00950, 700, D
00951, 700, D
00952, 700, D
00953, 700, D
00954, 700, D
00955, 700, D
00956, 700, D
00957, 700, D
00958, 700, D
00959, 700, D
00960, 700, D
00961, 700, D
00962, 700, D
00963, 700, D
00964, 700, D
00965, 700, D
00966, 700, D
00967, 700, D
00968, 700, D
00969, 700, D
00970, 700, D
00971, 700, D
00972, 700, D
00973, 700, D
00974, 700, D
00975, 700, D
00976, 700, D
00977, 700, D
00978, 700, D
00979, 700, D
00980, 700, D
00981, 700, D
00982, 700, D
00983, 700, D
00984, 700, D
00985, 700, D
00986, 700, D
00987, 700, D
00988, 700, D
00989, 700, D
00990, 700, D
00991, 700, D
00992, 700, D
00993, 700, D
00994, 700, D
00995, 700, D
00996, 700, D
00997, 700, D
00998, 700, D
00999, 700, D
01001, 119, D
01002, 119, D
01005, 102, D
01007, 119, D
01008, 104, I
01009, 119, D
01010, 119, D
01011, 104, D
01012, 119, D
01013, 119, D
01014, 119, D
01015, 119, D
01016, 119, D
01017, 119, D
01018, 119, D
01019, 119, D
01020, 119, D
01021, 119, D
01022, 119, D
01026, 104, I
01027, 119, D
01028, 119, D
01029, 104, I
01030, 119, D
01031, 102, D
01032, 119, D
01033, 119, D
01034, 104, I
01035, 119, D
01036, 119, D
01037, 119, D
01038, 119, D
01039, 119, D
01040, 119, D
01041, 119, D
01050, 119, D
01053, 119, D
01054, 119, D
01056, 119, D
01057, 119, D
01059, 119, D
01060, 119, D
01066, 119, D
01068, 102, D
01069, 119, D
01070, 119, D
01071, 119, D
01072, 119, D
01073, 119, D
01074, 102, D
01075, 119, D
01077, 119, D
01079, 119, D
01080, 119, D
01081, 119, D
01082, 119, D
01083, 119, D
01084, 119, D
01085, 119, D
01086, 119, D
01088, 119, D
01089, 119, D
01090, 119, D
01092, 119, D
01093, 119, D
01094, 119, D
01095, 119, D
01096, 119, D
01097, 119, D
01098, 119, D
01101, 119, D
01102, 119, D
01103, 119, D
01104, 119, D
01105, 119, D
01106, 119, D
01107, 119, D
01108, 119, D
01109, 119, D
01110, 119, D
01111, 119, D
01112, 119, D
01113, 119, D
01114, 119, D
01115, 119, D
01116, 119, D
01117, 119, D
01118, 119, D
